Run #1,Run #1,Run #2,Run #2,Run #3,Run #3,Run #4,Run #4,Run #5,Run #5,Run #6,Run #6,Run #7,Run #7,Run #8,Run #8,Run #9,Run #9,Run #10,Run #10
Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m),Time (s),Position (m)
9.18,0.5214,9.18,0.5422,9.18,0.5206,9.18,0.5511,9.18,0.5525,9.18,0.5583,9.18,0.4688,9.18,0.4857,9.18,0.5155,9.18,0.507
9.19,0.5204,9.19,0.5414,9.19,0.5197,9.19,0.55,9.19,0.5521,9.19,0.557,9.19,0.467,9.19,0.4845,9.19,0.5108,9.19,0.5057
9.2,0.5194,9.2,0.5405,9.2,0.5187,9.2,0.546,9.2,0.5486,9.2,0.5557,9.2,0.4652,9.2,0.4834,9.2,0.5091,9.2,0.5044
9.21,0.5182,9.21,0.5366,9.21,0.5176,9.21,0.5449,9.21,0.548,9.21,0.5545,9.21,0.4635,9.21,0.4824,9.21,0.5074,9.21,0.5031
9.22,0.5169,9.22,0.5356,9.22,0.5134,9.22,0.5439,9.22,0.5474,9.22,0.5533,9.22,0.4588,9.22,0.4814,9.22,0.5057,9.22,0.5019
9.23,0.5156,9.23,0.5346,9.23,0.5122,9.23,0.5428,9.23,0.5467,9.23,0.5491,9.23,0.4571,9.23,0.4806,9.23,0.5041,9.23,0.5008
9.24,0.5112,9.24,0.5336,9.24,0.5108,9.24,0.5416,9.24,0.5459,9.24,0.548,9.24,0.4555,9.24,0.4798,9.24,0.4994,9.24,0.4996
9.25,0.5097,9.25,0.5325,9.25,0.5093,9.25,0.5405,9.25,0.5451,9.25,0.5469,9.25,0.4539,9.25,0.4791,9.25,0.4978,9.25,0.4985
9.26,0.5081,9.26,0.5314,9.26,0.5078,9.26,0.5394,9.26,0.5443,9.26,0.5459,9.26,0.4524,9.26,0.4785,9.26,0.4963,9.26,0.4945
9.27,0.5065,9.27,0.5303,9.27,0.5032,9.27,0.5383,9.27,0.5434,9.27,0.5449,9.27,0.4479,9.27,0.478,9.27,0.4947,9.27,0.4935
9.28,0.5018,9.28,0.5261,9.28,0.5015,9.28,0.5371,9.28,0.5424,9.28,0.544,9.28,0.4466,9.28,0.4776,9.28,0.4932,9.28,0.4926
9.29,0.5001,9.29,0.525,9.29,0.4997,9.29,0.533,9.29,0.5414,9.29,0.5432,9.29,0.4453,9.29,0.4773,9.29,0.4888,9.29,0.4917
9.3,0.4983,9.3,0.5238,9.3,0.4979,9.3,0.5319,9.3,0.5374,9.3,0.5424,9.3,0.444,9.3,0.477,9.3,0.4874,9.3,0.4909
9.31,0.4965,9.31,0.5226,9.31,0.4931,9.31,0.5308,9.31,0.5363,9.31,0.5417,9.31,0.4429,9.31,0.4769,9.31,0.4861,9.31,0.4902
9.32,0.4916,9.32,0.5214,9.32,0.4912,9.32,0.5297,9.32,0.5352,9.32,0.5411,9.32,0.4418,9.32,0.4769,9.32,0.4848,9.32,0.4895
9.33,0.4898,9.33,0.5202,9.33,0.4893,9.33,0.5286,9.33,0.534,9.33,0.5375,9.33,0.4409,9.33,0.4769,9.33,0.4836,9.33,0.4889
9.34,0.4879,9.34,0.519,9.34,0.4873,9.34,0.5276,9.34,0.5328,9.34,0.537,9.34,0.44,9.34,0.4771,9.34,0.4825,9.34,0.4884
9.35,0.486,9.35,0.5148,9.35,0.4823,9.35,0.5266,9.35,0.5316,9.35,0.5366,9.35,0.4392,9.35,0.4773,9.35,0.4785,9.35,0.4879
9.36,0.4811,9.36,0.5136,9.36,0.4803,9.36,0.5256,9.36,0.5304,9.36,0.5362,9.36,0.4385,9.36,0.4777,9.36,0.4775,9.36,0.4875
9.37,0.4792,9.37,0.5124,9.37,0.4783,9.37,0.5247,9.37,0.5262,9.37,0.5359,9.37,0.4379,9.37,0.4811,9.37,0.4766,9.37,0.4872
9.38,0.4773,9.38,0.5112,9.38,0.4733,9.38,0.5238,9.38,0.525,9.38,0.5358,9.38,0.4374,9.38,0.4816,9.38,0.4758,9.38,0.487
9.39,0.4754,9.39,0.5101,9.39,0.4713,9.39,0.5229,9.39,0.5237,9.39,0.5356,9.39,0.437,9.39,0.4823,9.39,0.4751,9.39,0.4868
9.4,0.4705,9.4,0.509,9.4,0.4693,9.4,0.5191,9.4,0.5225,9.4,0.5356,9.4,0.4367,9.4,0.4829,9.4,0.4745,9.4,0.4867
9.41,0.4687,9.41,0.5049,9.41,0.4673,9.41,0.5184,9.41,0.5213,9.41,0.5356,9.41,0.4365,9.41,0.4837,9.41,0.474,9.41,0.4867
9.42,0.4669,9.42,0.5039,9.42,0.4624,9.42,0.5176,9.42,0.5201,9.42,0.5358,9.42,0.4364,9.42,0.4846,9.42,0.4735,9.42,0.4868
9.43,0.4652,9.43,0.5029,9.43,0.4605,9.43,0.517,9.43,0.5188,9.43,0.5359,9.43,0.4364,9.43,0.4885,9.43,0.4732,9.43,0.4869
9.44,0.4605,9.44,0.5019,9.44,0.4586,9.44,0.5164,9.44,0.5177,9.44,0.5362,9.44,0.4365,9.44,0.4895,9.44,0.4729,9.44,0.4901
9.45,0.4588,9.45,0.501,9.45,0.4567,9.45,0.5158,9.45,0.5135,9.45,0.5366,9.45,0.4367,9.45,0.4906,9.45,0.4728,9.45,0.4904
9.46,0.4572,9.46,0.5001,9.46,0.452,9.46,0.5153,9.46,0.5123,9.46,0.537,9.46,0.4371,9.46,0.4918,9.46,0.4727,9.46,0.4908
9.47,0.4556,9.47,0.4993,9.47,0.4502,9.47,0.5149,9.47,0.5112,9.47,0.5375,9.47,0.4375,9.47,0.493,9.47,0.4728,9.47,0.4912
9.48,0.4542,9.48,0.4985,9.48,0.4485,9.48,0.5145,9.48,0.5101,9.48,0.538,9.48,0.438,9.48,0.4972,9.48,0.4729,9.48,0.4917
9.49,0.4498,9.49,0.4978,9.49,0.4469,9.49,0.5142,9.49,0.5091,9.49,0.5386,9.49,0.4386,9.49,0.4986,9.49,0.4732,9.49,0.4923
9.5,0.4484,9.5,0.4971,9.5,0.4424,9.5,0.5139,9.5,0.508,9.5,0.5393,9.5,0.4423,9.5,0.4999,9.5,0.4735,9.5,0.4929
9.51,0.4472,9.51,0.4935,9.51,0.4409,9.51,0.5137,9.51,0.5071,9.51,0.5431,9.51,0.4431,9.51,0.5013,9.51,0.4739,9.51,0.4936
9.52,0.446,9.52,0.4929,9.52,0.4396,9.52,0.5136,9.52,0.5061,9.52,0.5439,9.52,0.444,9.52,0.5028,9.52,0.4744,9.52,0.4944
9.53,0.445,9.53,0.4924,9.53,0.4383,9.53,0.5135,9.53,0.5053,9.53,0.5447,9.53,0.4449,9.53,0.5073,9.53,0.475,9.53,0.4982
9.54,0.441,9.54,0.492,9.54,0.4371,9.54,0.5135,9.54,0.5014,9.54,0.5456,9.54,0.446,9.54,0.5088,9.54,0.4757,9.54,0.4991
9.55,0.4401,9.55,0.4917,9.55,0.433,9.55,0.5136,9.55,0.5007,9.55,0.5466,9.55,0.4471,9.55,0.5103,9.55,0.4765,9.55,0.5
9.56,0.4393,9.56,0.4914,9.56,0.432,9.56,0.5137,9.56,0.4999,9.56,0.5476,9.56,0.4513,9.56,0.5119,9.56,0.4773,9.56,0.501
9.57,0.4386,9.57,0.4911,9.57,0.431,9.57,0.5139,9.57,0.4993,9.57,0.5487,9.57,0.4526,9.57,0.5135,9.57,0.4782,9.57,0.502
9.58,0.4381,9.58,0.491,9.58,0.4302,9.58,0.5142,9.58,0.4987,9.58,0.5498,9.58,0.4539,9.58,0.518,9.58,0.4792,9.58,0.503
9.59,0.4376,9.59,0.4909,9.59,0.4295,9.59,0.5145,9.59,0.4981,9.59,0.5509,9.59,0.4553,9.59,0.5196,9.59,0.4803,9.59,0.5041
9.6,0.4372,9.6,0.4909,9.6,0.429,9.6,0.5149,9.6,0.4977,9.6,0.5521,9.6,0.4567,9.6,0.5212,9.6,0.4844,9.6,0.5052
9.61,0.437,9.61,0.4909,9.61,0.4285,9.61,0.5153,9.61,0.4973,9.61,0.5562,9.61,0.4612,9.61,0.5228,9.61,0.4856,9.61,0.5094
9.62,0.4368,9.62,0.491,9.62,0.4281,9.62,0.5158,9.62,0.4969,9.62,0.5575,9.62,0.4627,9.62,0.5244,9.62,0.4869,9.62,0.5106
9.63,0.4368,9.63,0.4912,9.63,0.4279,9.63,0.5163,9.63,0.4966,9.63,0.5587,9.63,0.4643,9.63,0.5259,9.63,0.4882,9.63,0.5118
9.64,0.4368,9.64,0.4914,9.64,0.4277,9.64,0.5169,9.64,0.4964,9.64,0.5599,9.64,0.4659,9.64,0.5304,9.64,0.4896,9.64,0.513
9.65,0.437,9.65,0.4947,9.65,0.4277,9.65,0.5176,9.65,0.4963,9.65,0.5612,9.65,0.4706,9.65,0.5319,9.65,0.491,9.65,0.5142
9.66,0.4372,9.66,0.4951,9.66,0.4278,9.66,0.5213,9.66,0.4962,9.66,0.5624,9.66,0.4722,9.66,0.5334,9.66,0.4924,9.66,0.5155
9.67,0.4376,9.67,0.4955,9.67,0.4279,9.67,0.522,9.67,0.4962,9.67,0.5637,9.67,0.4739,9.67,0.5348,9.67,0.4969,9.67,0.5167
9.68,0.4381,9.68,0.496,9.68,0.4283,9.68,0.5228,9.68,0.4963,9.68,0.565,9.68,0.4756,9.68,0.5362,9.68,0.4984,9.68,0.521
9.69,0.4387,9.69,0.4966,9.69,0.4287,9.69,0.5236,9.69,0.4964,9.69,0.5692,9.69,0.4773,9.69,0.5375,9.69,0.4999,9.69,0.5222
9.7,0.4394,9.7,0.4972,9.7,0.4292,9.7,0.5245,9.7,0.4966,9.7,0.5704,9.7,0.482,9.7,0.5388,9.7,0.5015,9.7,0.5235
9.71,0.4401,9.71,0.4978,9.71,0.4298,9.71,0.5254,9.71,0.4969,9.71,0.5717,9.71,0.4837,9.71,0.5401,9.71,0.503,9.71,0.5247
9.72,0.441,9.72,0.4986,9.72,0.4305,9.72,0.5263,9.72,0.4972,9.72,0.5729,9.72,0.4854,9.72,0.5413,9.72,0.5076,9.72,0.5259
9.73,0.442,9.73,0.4993,9.73,0.4314,9.73,0.5272,9.73,0.4976,9.73,0.5741,9.73,0.4871,9.73,0.5454,9.73,0.5092,9.73,0.5271
9.74,0.443,9.74,0.5001,9.74,0.4323,9.74,0.5282,9.74,0.4981,9.74,0.5752,9.74,0.4918,9.74,0.5464,9.74,0.5108,9.74,0.5283
9.75,0.4442,9.75,0.504,9.75,0.4363,9.75,0.5292,9.75,0.5016,9.75,0.5763,9.75,0.4934,9.75,0.5474,9.75,0.5123,9.75,0.5294
9.76,0.4484,9.76,0.5049,9.76,0.4374,9.76,0.5302,9.76,0.5022,9.76,0.5774,9.76,0.495,9.76,0.5483,9.76,0.5139,9.76,0.5335
9.77,0.4497,9.77,0.5058,9.77,0.4386,9.77,0.5342,9.77,0.5028,9.77,0.5815,9.77,0.4965,9.77,0.5492,9.77,0.5154,9.77,0.5346
9.78,0.451,9.78,0.5068,9.78,0.4399,9.78,0.5353,9.78,0.5035,9.78,0.5825,9.78,0.498,9.78,0.5499,9.78,0.5199,9.78,0.5356
9.79,0.4524,9.79,0.5078,9.79,0.4413,9.79,0.5363,9.79,0.5042,9.79,0.5834,9.79,0.4995,9.79,0.5506,9.79,0.5214,9.79,0.5366
9.8,0.4539,9.8,0.5088,9.8,0.4427,9.8,0.5374,9.8,0.505,9.8,0.5843,9.8,0.5039,9.8,0.5512,9.8,0.5228,9.8,0.5376
9.81,0.4585,9.81,0.5099,9.81,0.4472,9.81,0.5384,9.81,0.5058,9.81,0.5852,9.81,0.5053,9.81,0.5518,9.81,0.5243,9.81,0.5385
9.82,0.4601,9.82,0.5139,9.82,0.4488,9.82,0.5395,9.82,0.5067,9.82,0.586,9.82,0.5066,9.82,0.5522,9.82,0.5256,9.82,0.5394
9.83,0.4617,9.83,0.515,9.83,0.4504,9.83,0.5405,9.83,0.5076,9.83,0.5868,9.83,0.5078,9.83,0.5525,9.83,0.5269,9.83,0.5402
9.84,0.4634,9.84,0.5161,9.84,0.4521,9.84,0.5416,9.84,0.5086,9.84,0.5875,9.84,0.509,9.84,0.5528,9.84,0.5312,9.84,0.5409
9.85,0.4651,9.85,0.5172,9.85,0.4568,9.85,0.5426,9.85,0.5126,9.85,0.5881,9.85,0.5101,9.85,0.55,9.85,0.5324,9.85,0.5416
9.86,0.4698,9.86,0.5184,9.86,0.4586,9.86,0.5436,9.86,0.5136,9.86,0.5887,9.86,0.5111,9.86,0.5501,9.86,0.5336,9.86,0.5422
9.87,0.4716,9.87,0.5195,9.87,0.4604,9.87,0.5445,9.87,0.5146,9.87,0.5892,9.87,0.5121,9.87,0.5501,9.87,0.5346,9.87,0.5428
9.88,0.4733,9.88,0.5236,9.88,0.4622,9.88,0.5455,9.88,0.5157,9.88,0.5926,9.88,0.5129,9.88,0.55,9.88,0.5357,9.88,0.5433
9.89,0.4751,9.89,0.5247,9.89,0.467,9.89,0.5494,9.89,0.5168,9.89,0.593,9.89,0.5137,9.89,0.5499,9.89,0.5366,9.89,0.5438
9.9,0.4799,9.9,0.5258,9.9,0.4689,9.9,0.5503,9.9,0.5179,9.9,0.5933,9.9,0.5144,9.9,0.5496,9.9,0.5375,9.9,0.5442
9.91,0.4817,9.91,0.5269,9.91,0.4708,9.91,0.5512,9.91,0.519,9.91,0.5935,9.91,0.515,9.91,0.5493,9.91,0.5383,9.91,0.5445
9.92,0.4835,9.92,0.528,9.92,0.4726,9.92,0.552,9.92,0.5201,9.92,0.5937,9.92,0.5155,9.92,0.5489,9.92,0.539,9.92,0.5447
9.93,0.4852,9.93,0.5291,9.93,0.4775,9.93,0.5528,9.93,0.5213,9.93,0.5938,9.93,0.5159,9.93,0.5484,9.93,0.5427,9.93,0.5449
9.94,0.49,9.94,0.5301,9.94,0.4794,9.94,0.5536,9.94,0.5254,9.94,0.5938,9.94,0.5163,9.94,0.5479,9.94,0.5432,9.94,0.545
9.95,0.4917,9.95,0.5311,9.95,0.4812,9.95,0.5543,9.95,0.5265,9.95,0.5938,9.95,0.5165,9.95,0.5442,9.95,0.5437,9.95,0.545
9.96,0.4934,9.96,0.5351,9.96,0.483,9.96,0.555,9.96,0.5276,9.96,0.5937,9.96,0.5167,9.96,0.5435,9.96,0.5441,9.96,0.545
9.97,0.495,9.97,0.536,9.97,0.4878,9.97,0.5556,9.97,0.5287,9.97,0.5935,9.97,0.5167,9.97,0.5427,9.97,0.5444,9.97,0.5449
9.98,0.4966,9.98,0.5369,9.98,0.4896,9.98,0.5561,9.98,0.5298,9.98,0.5932,9.98,0.5167,9.98,0.5419,9.98,0.5446,9.98,0.5448
9.99,0.5012,9.99,0.5378,9.99,0.4913,9.99,0.5567,9.99,0.5309,9.99,0.5929,9.99,0.5165,9.99,0.541,9.99,0.5447,9.99,0.5445
10,0.5027,10,0.5387,10,0.493,10,0.5571,10,0.5319,10,0.5926,10,0.5163,10,0.54,10,0.5448,10,0.5443
